username,pay_dt,pay_time_dttm,pay_amt,currency
jacquelinemathis,2022-10-28,2022-10-28 18:09:12,7.9197,usd
jacquelinemathis,2023-05-15,2023-05-15 21:44:30,1.6151,usd
jacquelinemathis,2022-11-22,2022-11-22 14:07:23,7.0162,usd
jacquelinemathis,2023-05-15,2023-05-15 21:44:15,1.6151,usd
jacquelinemathis,2023-05-15,2023-05-15 21:43:58,4.0377,usd
jacquelinemathis,2023-05-15,2023-05-15 21:37:03,0.4038,usd
jacquelinemathis,2022-12-14,2022-12-14 17:58:57,2.3506,usd
curtisedward,2022-08-25,2022-08-25 14:02:00,4.2267,usd
curtisedward,2022-09-23,2022-09-23 14:12:21,4.3363,usd
curtisedward,2022-08-23,2022-08-23 13:19:25,4.2279,usd
curtisedward,2022-09-24,2022-09-24 13:19:52,1.7345,usd
curtisedward,2022-08-21,2022-08-21 13:41:29,4.2272,usd
curtisedward,2022-09-26,2022-09-26 13:45:32,1.7386,usd
curtisedward,2022-09-28,2022-09-28 13:56:06,1.7116,usd
hughesdaniel,2022-12-19,2022-12-19 14:47:27,8.3602,usd
hughesdaniel,2022-12-19,2022-12-19 14:06:09,8.5308,usd
hughesdaniel,2022-12-19,2022-12-19 13:19:33,0.5118,usd
hughesdaniel,2022-12-19,2022-12-19 13:14:52,5.4596,usd
hughesdaniel,2022-12-19,2022-12-19 13:13:07,3.071,usd
hughesdaniel,2022-12-30,2022-12-30 12:28:18,6.25,usd
hughesdaniel,2022-12-30,2022-12-30 12:21:56,6.25,usd
hughesdaniel,2022-12-30,2022-12-30 12:14:51,6.25,usd
hughesdaniel,2022-12-18,2022-12-18 12:57:13,0.8518,usd
hughesdaniel,2022-12-18,2022-12-18 13:05:01,0.1364,usd
hughesdaniel,2023-03-27,2023-03-27 12:34:01,6.4714,usd
hughesdaniel,2023-04-26,2023-04-26 12:39:04,6.07,usd
hughesdaniel,2023-04-26,2023-04-26 16:57:20,9.5842,usd
hughesdaniel,2023-05-24,2023-05-24 16:45:46,3.2568,usd
hughesdaniel,2023-03-14,2023-03-14 05:42:35,7.0252,usd
hughesdaniel,2022-10-28,2022-10-28 15:05:25,0.8608,usd
hughesdaniel,2022-10-28,2022-10-28 15:02:58,5.165,usd
hughesdaniel,2022-12-25,2022-12-25 12:58:36,3.952,usd
hughesdaniel,2022-12-25,2022-12-25 13:16:20,6.5294,usd
hughesdaniel,2022-12-25,2022-12-25 13:17:41,1.8214,usd
hughesdaniel,2022-12-25,2022-12-25 13:28:02,7.6462,usd
hughesdaniel,2022-12-25,2022-12-25 13:40:31,6.1856,usd
hughesdaniel,2022-12-25,2022-12-25 13:43:21,6.1856,usd
hughesdaniel,2022-12-25,2022-12-25 13:47:08,3.7802,usd
hughesdaniel,2022-12-25,2022-12-25 13:54:09,8.5912,usd
hughesdaniel,2023-02-19,2023-02-19 15:08:17,4.2596,usd
hughesdaniel,2023-04-18,2023-04-18 04:59:29,6.1734,usd
hughesdaniel,2022-12-02,2022-12-02 05:17:34,3.3494,usd
hughesdaniel,2023-05-16,2023-05-16 11:49:43,8.0252,usd
hughesdaniel,2022-12-05,2022-12-05 11:38:06,1.363,usd
hughesdaniel,2022-10-02,2022-10-02 05:42:26,1.7298,usd
hughesdaniel,2022-12-21,2022-12-21 14:56:23,4.9522,usd
hughesdaniel,2022-12-21,2022-12-21 14:58:28,13.6612,usd
hughesdaniel,2023-04-07,2023-04-07 07:56:01,6.5706,usd
hughesdaniel,2023-03-04,2023-03-04 06:58:09,4.2356,usd
hughesdaniel,2023-01-30,2023-01-30 14:25:08,6.7506,usd
dmorgan,2023-04-23,2023-04-23 13:49:14,5.958,usd
dmorgan,2023-04-05,2023-04-05 11:35:23,11.4624,usd
dmorgan,2023-04-11,2023-04-11 17:50:48,1.561,usd
dmorgan,2023-05-13,2023-05-13 20:37:39,1.2958,usd
howellmelissa,2023-06-09,2023-06-09 19:52:26,0.6095,usd
howellmelissa,2022-07-15,2022-07-15 21:04:47,0.501,usd
howellmelissa,2023-06-12,2023-06-12 21:12:46,1.3313,usd
howellmelissa,2023-06-17,2023-06-17 14:25:06,0.6541,usd
howellmelissa,2022-07-11,2022-07-11 09:35:24,0.9878,usd
howellmelissa,2022-07-05,2022-07-05 13:10:28,0.4196,usd
howellmelissa,2022-06-16,2022-06-16 22:20:20,1.0391,usd
howellmelissa,2022-09-20,2022-09-20 15:42:30,1.0322,usd
howellmelissa,2022-09-26,2022-09-26 13:47:15,1.7386,usd
howellmelissa,2022-09-26,2022-09-26 18:45:30,0.4346,usd
nrobles,2022-11-28,2022-11-28 20:34:58,2.14,usd
nrobles,2022-11-05,2022-11-05 19:34:33,1.9682,usd
nrobles,2022-09-21,2022-09-21 21:57:43,0.8587,usd
nrobles,2022-10-22,2022-10-22 11:34:56,2.0865,usd
nrobles,2022-10-06,2022-10-06 19:23:09,2.5969,usd
nrobles,2022-11-16,2022-11-16 15:46:32,0.8418,usd
nrobles,2022-10-29,2022-10-29 18:09:06,3.6155,usd
nrobles,2022-09-22,2022-09-22 18:48:15,1.7345,usd
nrobles,2022-09-26,2022-09-26 19:06:51,2.6079,usd
zoerhodes,2022-11-28,2022-11-28 16:30:34,95.0,rub
zoerhodes,2023-02-21,2023-02-21 14:08:05,475.0,rub
zoerhodes,2023-04-23,2023-04-23 20:29:38,285.0,rub
zoerhodes,2022-11-29,2022-11-29 13:18:37,190.0,rub
zoerhodes,2023-05-17,2023-05-17 20:15:41,330.0,rub
zoerhodes,2023-04-05,2023-04-05 19:32:23,237.5,rub
zoerhodes,2023-05-08,2023-05-08 08:10:35,380.0,rub
zoerhodes,2022-12-18,2022-12-18 20:04:53,50.0,rub
zoerhodes,2022-12-18,2022-12-18 20:06:23,25.0,rub
zoerhodes,2023-02-06,2023-02-06 13:17:13,190.0,rub
zoerhodes,2023-04-20,2023-04-20 12:31:41,285.0,rub
zoerhodes,2022-12-27,2022-12-27 13:41:41,47.5,rub
zoerhodes,2023-04-12,2023-04-12 20:08:15,250.0,rub
zoerhodes,2023-04-12,2023-04-12 13:57:21,95.0,rub
zoerhodes,2023-05-14,2023-05-14 14:40:25,285.0,rub
zoerhodes,2022-12-25,2022-12-25 08:44:52,50.0,rub
zoerhodes,2022-12-25,2022-12-25 08:55:52,50.0,rub
zoerhodes,2022-12-25,2022-12-25 09:04:58,142.5,rub
zoerhodes,2022-11-16,2022-11-16 17:02:51,25.0,rub
zoerhodes,2022-11-25,2022-11-25 17:22:58,25.0,rub
zoerhodes,2023-01-05,2023-01-05 19:42:28,237.5,rub
zoerhodes,2022-12-21,2022-12-21 15:02:28,25.0,rub
zoerhodes,2023-01-05,2023-01-05 15:03:06,50.0,rub
zoerhodes,2023-01-01,2023-01-01 15:51:45,95.0,rub
zoerhodes,2023-01-03,2023-01-03 10:55:06,47.5,rub
zoerhodes,2023-02-09,2023-02-09 12:11:10,142.5,rub
ilopez,2022-08-25,2022-08-25 11:37:01,0.2536,usd
ilopez,2022-08-25,2022-08-25 11:21:01,0.7608,usd
ilopez,2022-09-14,2022-09-14 14:23:27,1.731,usd
ilopez,2022-09-10,2022-09-10 13:07:58,1.7545,usd
ilopez,2023-05-14,2023-05-14 17:42:04,1.7808,usd
ilopez,2023-05-14,2023-05-14 22:18:39,4.8569,usd
ilopez,2022-09-12,2022-09-12 10:18:57,0.131,usd
ilopez,2022-09-12,2022-09-12 10:08:57,2.6194,usd
ilopez,2023-06-07,2023-06-07 00:48:23,1.4156,usd
stevennewman,2022-08-25,2022-08-25 06:04:45,12.6801,usd
stevennewman,2023-01-06,2023-01-06 12:25:06,69.4442,usd
stevennewman,2022-05-31,2022-05-31 06:00:57,1.7641,usd
stevennewman,2022-05-31,2022-05-31 05:15:54,4.4101,usd
stevennewman,2022-08-24,2022-08-24 15:14:58,21.1364,usd
stevennewman,2022-12-28,2022-12-28 19:04:28,30.3666,usd
stevennewman,2022-12-28,2022-12-28 19:00:57,2.6029,usd
stevennewman,2022-12-28,2022-12-28 18:59:59,2.6029,usd
stevennewman,2022-12-28,2022-12-28 18:59:14,2.6029,usd
stevennewman,2023-02-22,2023-02-22 07:31:50,26.4267,usd
stevennewman,2022-10-12,2022-10-12 06:27:26,4.3337,usd
stevennewman,2022-12-19,2022-12-19 08:48:57,25.5922,usd
stevennewman,2023-01-27,2023-01-27 15:59:07,10.7471,usd
stevennewman,2023-01-27,2023-01-27 15:58:36,53.7357,usd
stevennewman,2023-03-05,2023-03-05 15:03:54,17.5131,usd
stevennewman,2022-08-23,2022-08-23 16:41:34,84.5577,usd
stevennewman,2022-09-21,2022-09-21 08:04:08,15.4575,usd
stevennewman,2022-09-21,2022-09-21 08:04:55,0.8587,usd
stevennewman,2022-05-02,2022-05-02 06:38:32,38.6292,usd
stevennewman,2023-02-02,2023-02-02 10:39:15,10.7065,usd
stevennewman,2023-02-02,2023-02-02 12:52:13,8.9221,usd
stevennewman,2022-10-22,2022-10-22 08:06:31,6.9551,usd
stevennewman,2022-10-19,2022-10-19 15:25:41,9.5535,usd
stevennewman,2022-10-19,2022-10-19 15:27:56,9.5535,usd
stevennewman,2022-12-31,2022-12-31 16:49:06,52.9512,usd
stevennewman,2022-12-31,2022-12-31 15:33:08,10.4166,usd
stevennewman,2022-12-31,2022-12-31 15:29:08,8.6805,usd
stevennewman,2022-12-31,2022-12-31 13:24:00,2.6042,usd
stevennewman,2022-12-31,2022-12-31 13:23:15,2.6042,usd
stevennewman,2022-12-31,2022-12-31 13:06:18,2.6042,usd
stevennewman,2022-12-31,2022-12-31 13:03:05,2.6042,usd
stevennewman,2022-12-31,2022-12-31 13:01:57,8.6805,usd
stevennewman,2022-12-31,2022-12-31 13:00:45,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:59:32,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:57:54,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:56:47,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:54:14,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:53:09,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:51:29,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:50:25,8.6805,usd
stevennewman,2022-12-31,2022-12-31 12:49:01,8.6805,usd
stevennewman,2022-12-31,2022-12-31 12:48:22,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:46:51,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:44:43,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:42:14,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:40:10,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:38:32,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:36:44,8.6805,usd
stevennewman,2022-12-31,2022-12-31 12:35:40,2.6042,usd
stevennewman,2022-12-31,2022-12-31 12:34:24,8.6805,usd
stevennewman,2022-12-31,2022-12-31 12:31:26,8.6805,usd
stevennewman,2022-12-31,2022-12-31 12:29:29,2.6042,usd
stevennewman,2022-11-22,2022-11-22 08:33:08,29.9461,usd
stevennewman,2022-11-22,2022-11-22 08:39:27,3.3895,usd
stevennewman,2022-11-22,2022-11-22 14:02:36,25.4211,usd
stevennewman,2022-12-30,2022-12-30 20:42:30,0.3472,usd
stevennewman,2022-12-30,2022-12-30 20:25:55,42.6214,usd
stevennewman,2022-12-30,2022-12-30 20:23:36,2.6042,usd
stevennewman,2022-12-30,2022-12-30 20:22:56,2.6042,usd
stevennewman,2022-12-25,2022-12-25 16:57:49,8.5912,usd
stevennewman,2022-12-25,2022-12-25 16:53:38,8.5912,usd
stevennewman,2022-12-25,2022-12-25 16:53:16,1.7182,usd
stevennewman,2022-12-25,2022-12-25 16:52:54,0.8591,usd
stevennewman,2022-12-25,2022-12-25 16:52:30,0.4296,usd
stevennewman,2022-12-25,2022-12-25 16:52:06,0.4296,usd
stevennewman,2022-12-25,2022-12-25 16:51:43,15.4642,usd
stevennewman,2022-12-25,2022-12-25 19:17:57,8.5912,usd
stevennewman,2022-12-25,2022-12-25 19:07:07,29.2102,usd
stevennewman,2022-12-25,2022-12-25 19:02:26,10.3095,usd
stevennewman,2022-12-06,2022-12-06 14:14:50,5.0909,usd
stevennewman,2022-12-06,2022-12-06 18:23:01,4.2425,usd
stevennewman,2022-12-06,2022-12-06 18:53:03,8.4849,usd
stevennewman,2022-09-04,2022-09-04 15:25:51,3.02,usd
stevennewman,2022-11-23,2022-11-23 10:59:35,20.5261,usd
stevennewman,2023-02-19,2023-02-19 16:14:16,8.8741,usd
stevennewman,2023-02-19,2023-02-19 15:24:17,26.6223,usd
stevennewman,2023-03-06,2023-03-06 16:33:31,14.6007,usd
stevennewman,2022-09-01,2022-09-01 13:21:56,4.3062,usd
stevennewman,2022-09-01,2022-09-01 13:20:51,2.5837,usd
stevennewman,2022-09-01,2022-09-01 06:30:27,8.6124,usd
stevennewman,2022-09-01,2022-09-01 06:32:30,2.5837,usd
stevennewman,2022-09-01,2022-09-01 06:33:27,8.6124,usd
stevennewman,2022-09-01,2022-09-01 06:34:09,2.5837,usd
stevennewman,2022-09-01,2022-09-01 06:34:58,6.0287,usd
stevennewman,2022-09-01,2022-09-01 09:40:49,2.5837,usd
stevennewman,2022-09-01,2022-09-01 09:41:34,2.5837,usd
stevennewman,2022-09-01,2022-09-01 09:43:09,5.1675,usd
stevennewman,2022-11-03,2022-11-03 13:51:38,42.7865,usd
stevennewman,2023-01-14,2023-01-14 12:34:29,35.3345,usd
stevennewman,2023-02-12,2023-02-12 14:21:01,8.6181,usd
stevennewman,2023-02-12,2023-02-12 14:27:29,8.6181,usd
stevennewman,2022-04-20,2022-04-20 05:18:20,9.0399,usd
stevennewman,2023-01-10,2023-01-10 13:40:53,20.5017,usd
stevennewman,2023-01-10,2023-01-10 13:43:32,14.5059,usd
stevennewman,2022-10-24,2022-10-24 08:05:25,8.6828,usd
stevennewman,2022-04-23,2022-04-23 05:00:06,15.1163,usd
stevennewman,2023-01-11,2023-01-11 13:49:19,35.0904,usd
stevennewman,2022-08-14,2022-08-14 14:03:25,18.395,usd
stevennewman,2022-10-21,2022-10-21 08:02:40,9.9979,usd
stevennewman,2022-10-21,2022-10-21 08:35:32,10.4326,usd
stevennewman,2022-12-02,2022-12-02 15:46:50,10.2532,usd
stevennewman,2022-09-26,2022-09-26 14:56:06,10.4314,usd
stevennewman,2022-09-28,2022-09-28 14:31:16,3.5772,usd
stevennewman,2023-02-16,2023-02-16 13:43:02,3.2118,usd
stevennewman,2023-02-16,2023-02-16 13:41:10,1.7567,usd
stevennewman,2022-04-13,2022-04-13 11:02:16,61.5704,usd
stevennewman,2022-04-13,2022-04-13 11:10:58,4.4521,usd
stevennewman,2022-09-06,2022-09-06 17:26:53,3.488,usd
stevennewman,2023-02-07,2023-02-07 14:06:16,43.8956,usd
stevennewman,2023-02-09,2023-02-09 09:16:15,10.744,usd
stevennewman,2023-02-09,2023-02-09 09:10:27,8.5952,usd
stevennewman,2023-02-09,2023-02-09 08:52:29,8.5952,usd
stevennewman,2023-02-09,2023-02-09 09:03:51,8.5952,usd
alicia26,2022-11-06,2022-11-06 00:36:25,1.7115,usd
alicia26,2022-12-11,2022-12-11 07:02:57,1.8027,usd
alicia26,2022-11-01,2022-11-01 21:09:38,1.7195,usd
alicia26,2022-09-17,2022-09-17 22:43:57,1.7381,usd
alicia26,2023-01-23,2023-01-23 15:59:35,3.634,usd
alicia26,2023-01-23,2023-01-23 12:11:45,0.8863,usd
alicia26,2023-01-27,2023-01-27 21:48:53,3.1346,usd
alicia26,2023-03-05,2023-03-05 14:15:01,8.5814,usd
alicia26,2023-02-02,2023-02-02 13:12:55,1.7844,usd
alicia26,2023-01-22,2023-01-22 12:08:56,2.2958,usd
alicia26,2022-09-27,2022-09-27 21:14:02,1.7238,usd
alicia26,2022-12-22,2022-12-22 14:51:51,3.4296,usd
alicia26,2023-02-01,2023-02-01 09:14:08,0.0355,usd
alicia26,2023-01-21,2023-01-21 15:08:15,5.1247,usd
alicia26,2023-01-21,2023-01-21 07:47:17,0.0353,usd
alicia26,2022-12-25,2022-12-25 11:16:14,3.1272,usd
alicia26,2022-12-25,2022-12-25 12:26:19,0.8591,usd
alicia26,2023-04-21,2023-04-21 15:25:16,4.0768,usd
alicia26,2023-04-21,2023-04-21 18:13:52,4.8922,usd
alicia26,2022-09-04,2022-09-04 10:39:49,2.596,usd
alicia26,2023-03-06,2023-03-06 20:12:04,4.4245,usd
alicia26,2022-09-01,2022-09-01 09:08:57,1.7225,usd
alicia26,2022-10-16,2022-10-16 21:08:41,1.7517,usd
alicia26,2022-12-23,2022-12-23 15:27:37,6.0019,usd
alicia26,2022-10-08,2022-10-08 21:04:58,2.5969,usd
alicia26,2022-09-13,2022-09-13 19:12:07,1.7341,usd
gbowers,2022-12-07,2022-12-07 21:49:56,250.0,rub
gbowers,2022-11-21,2022-11-21 13:18:56,250.0,rub
gbowers,2022-11-21,2022-11-21 18:27:11,500.0,rub
gbowers,2022-12-17,2022-12-17 21:00:24,80.0,rub
gbowers,2022-11-28,2022-11-28 01:08:36,490.0,rub
gbowers,2022-12-18,2022-12-18 10:28:07,200.0,rub
gbowers,2023-06-19,2023-06-19 15:46:12,500.0,rub
gbowers,2022-12-22,2022-12-22 18:26:01,80.0,rub
gbowers,2022-12-30,2022-12-30 21:49:04,50.0,rub
gbowers,2022-12-30,2022-12-30 21:48:34,25.0,rub
gbowers,2022-12-06,2022-12-06 07:57:40,500.0,rub
gbowers,2022-12-06,2022-12-06 00:03:55,250.0,rub
gbowers,2022-12-06,2022-12-06 00:15:26,250.0,rub
gbowers,2022-12-23,2022-12-23 23:36:36,250.0,rub
gbowers,2022-12-23,2022-12-23 09:35:46,300.0,rub
gbowers,2023-01-11,2023-01-11 18:52:11,500.0,rub
gbowers,2022-12-14,2022-12-14 15:09:58,500.0,rub
gbowers,2022-08-27,2022-08-27 17:18:55,530.0,rub
john57,2022-12-20,2022-12-20 17:35:20,133.5,rub
john57,2023-01-08,2023-01-08 14:14:25,160.0,rub
john57,2022-08-13,2022-08-13 14:13:45,41.0,rub
john57,2022-08-13,2022-08-13 14:12:41,249.5,rub
john57,2022-10-28,2022-10-28 15:49:27,120.0,rub
john57,2022-09-12,2022-09-12 15:53:33,150.0,rub
john57,2022-12-22,2022-12-22 12:12:04,20.0,rub
john57,2022-12-22,2022-12-22 12:07:35,95.0,rub
john57,2022-11-07,2022-11-07 12:12:21,215.0,rub
john57,2022-11-07,2022-11-07 12:08:05,75.0,rub
john57,2023-03-06,2023-03-06 15:02:51,155.0,rub
john57,2022-10-02,2022-10-02 15:31:17,1038.0,rub
john57,2022-08-10,2022-08-10 15:25:26,275.0,rub
john57,2022-08-28,2022-08-28 14:23:03,318.0,rub
john57,2023-01-09,2023-01-09 20:13:44,30.0,rub
john57,2022-10-09,2022-10-09 13:11:25,400.0,rub
john57,2022-10-09,2022-10-09 13:10:15,125.0,rub
john57,2022-10-03,2022-10-03 18:18:45,474.0,rub
john57,2022-08-08,2022-08-08 07:26:41,125.0,rub
donald41,2022-08-25,2022-08-25 14:47:12,1.6906,usd
donald41,2022-08-25,2022-08-25 14:19:17,1.6906,usd
donald41,2022-09-09,2022-09-09 15:09:41,3.509,usd
shill,2023-01-06,2023-01-06 19:25:21,141.0,rub
shill,2023-06-02,2023-06-02 06:57:21,41.0,rub
jtran,2023-01-06,2023-01-06 18:53:58,33.3332,usd
jtran,2022-12-18,2022-12-18 16:40:46,10.2566,usd
jtran,2022-12-29,2022-12-29 11:09:53,11.4582,usd
jtran,2022-12-27,2022-12-27 12:00:52,11.4526,usd
melissajones,2022-06-08,2022-06-08 15:13:37,150.0,rub
melissajones,2022-06-07,2022-06-07 17:06:19,2538.0,rub
melissajones,2022-05-10,2022-05-10 19:38:40,600.0,rub
melissajones,2022-08-31,2022-08-31 12:02:19,100.0,rub
melissajones,2022-09-06,2022-09-06 19:43:47,193.0,rub
melissajones,2022-09-06,2022-09-06 18:54:10,300.0,rub
melissajones,2022-08-30,2022-08-30 19:22:10,700.0,rub
lclark,2023-01-06,2023-01-06 22:31:02,3.4722,usd
lclark,2022-12-19,2022-12-19 00:16:18,3.4122,usd
karagonzalez,2022-08-25,2022-08-25 18:33:36,97.0,rub
karagonzalez,2022-08-25,2022-08-25 18:33:44,25.0,rub
karagonzalez,2022-12-28,2022-12-28 12:08:41,450.0,rub
karagonzalez,2022-12-28,2022-12-28 12:06:50,250.0,rub
karagonzalez,2022-10-13,2022-10-13 11:20:36,30.0,rub
karagonzalez,2022-10-13,2022-10-13 11:23:11,194.0,rub
karagonzalez,2022-10-13,2022-10-13 11:24:40,26.0,rub
karagonzalez,2023-01-13,2023-01-13 00:29:58,250.0,rub
karagonzalez,2023-02-21,2023-02-21 00:47:04,322.0,rub
karagonzalez,2022-12-19,2022-12-19 17:19:50,500.0,rub
karagonzalez,2022-09-24,2022-09-24 11:54:45,291.0,rub
karagonzalez,2022-11-04,2022-11-04 15:39:32,75.0,rub
karagonzalez,2023-06-13,2023-06-13 16:56:47,915.0,rub
karagonzalez,2023-06-13,2023-06-13 16:45:47,1000.0,rub
karagonzalez,2023-02-18,2023-02-18 23:11:54,500.0,rub
karagonzalez,2022-12-03,2022-12-03 13:18:36,25.0,rub
karagonzalez,2022-12-03,2022-12-03 13:14:31,297.0,rub
karagonzalez,2023-03-30,2023-03-30 21:09:10,250.0,rub
karagonzalez,2023-06-04,2023-06-04 15:52:38,500.0,rub
karagonzalez,2023-04-26,2023-04-26 15:36:06,250.0,rub
karagonzalez,2023-03-14,2023-03-14 18:24:10,250.0,rub
karagonzalez,2023-02-19,2023-02-19 16:23:38,400.0,rub
karagonzalez,2023-02-19,2023-02-19 13:17:35,250.0,rub
karagonzalez,2023-02-19,2023-02-19 12:57:49,600.0,rub
karagonzalez,2023-06-11,2023-06-11 01:06:08,291.0,rub
karagonzalez,2023-02-10,2023-02-10 00:56:01,500.0,rub
karagonzalez,2023-02-10,2023-02-10 00:53:50,250.0,rub
karagonzalez,2022-08-31,2022-08-31 16:05:26,100.0,rub
karagonzalez,2022-12-28,2022-12-28 12:58:50,495.0,rub
karagonzalez,2022-08-13,2022-08-13 19:44:18,235.0,rub
karagonzalez,2022-11-22,2022-11-22 22:53:37,100.0,rub
karagonzalez,2023-02-27,2023-02-27 18:58:46,300.0,rub
karagonzalez,2022-08-14,2022-08-14 13:29:43,49.0,rub
karagonzalez,2023-04-13,2023-04-13 10:16:51,291.0,rub
karagonzalez,2023-03-03,2023-03-03 00:01:26,497.0,rub
karagonzalez,2023-06-02,2023-06-02 21:12:14,305.0,rub
karagonzalez,2023-02-03,2023-02-03 00:06:49,300.0,rub
karagonzalez,2022-08-02,2022-08-02 17:44:18,3200.0,rub
karagonzalez,2023-06-24,2023-06-24 16:59:58,500.0,rub
karagonzalez,2023-06-24,2023-06-24 13:25:58,250.0,rub
jasonwalker,2022-08-25,2022-08-25 18:29:29,4.5649,usd
jasonwalker,2022-07-24,2022-07-24 16:29:39,4.1906,usd
jasonwalker,2022-07-15,2022-07-15 17:44:41,1.67,usd
jasonwalker,2022-08-07,2022-08-07 10:24:42,0.1665,usd
jasonwalker,2022-08-07,2022-08-07 10:21:00,4.4122,usd
jasonwalker,2022-10-06,2022-10-06 12:59:47,1.7313,usd
jasonwalker,2022-07-11,2022-07-11 11:00:41,3.622,usd
jasonwalker,2023-05-08,2023-05-08 10:35:24,1.5871,usd
jasonwalker,2022-08-09,2022-08-09 10:11:55,4.5029,usd
jasonwalker,2023-05-10,2023-05-10 10:38:37,4.7982,usd
jasonwalker,2022-10-11,2022-10-11 16:20:12,1.7265,usd
jasonwalker,2022-07-16,2022-07-16 14:59:51,1.67,usd
jasonwalker,2022-08-17,2022-08-17 15:03:19,1.6878,usd
jasonwalker,2022-09-14,2022-09-14 12:42:54,4.6737,usd
jasonwalker,2022-08-01,2022-08-01 12:14:21,1.9216,usd
jasonwalker,2022-10-15,2022-10-15 10:47:49,1.7355,usd
jasonwalker,2022-10-17,2022-10-17 20:10:37,2.0928,usd
jasonwalker,2022-08-11,2022-08-11 17:21:09,2.243,usd
jasonwalker,2022-08-11,2022-08-11 17:31:45,1.6615,usd
jasonwalker,2023-05-18,2023-05-18 20:14:19,4.0361,usd
jasonwalker,2022-08-05,2022-08-05 11:09:41,3.3152,usd
jasonwalker,2022-09-30,2022-09-30 16:40:42,1.7236,usd
jasonwalker,2022-08-15,2022-08-15 12:14:47,2.2528,usd
greerlisa,2022-11-28,2022-11-28 19:41:54,1080.0,rub
greerlisa,2022-09-18,2022-09-18 14:12:42,190.0,rub
greerlisa,2022-10-14,2022-10-14 16:51:53,120.0,rub
greerlisa,2022-05-16,2022-05-16 15:55:03,38.0,rub
greerlisa,2022-08-26,2022-08-26 17:14:18,80.0,rub
greerlisa,2022-08-26,2022-08-26 17:23:25,10.0,rub
greerlisa,2022-08-27,2022-08-27 14:33:41,60.0,rub
greerlisa,2023-05-28,2023-05-28 19:24:54,150.0,rub
greerlisa,2023-03-24,2023-03-24 13:09:52,10.0,rub
greerlisa,2022-12-28,2022-12-28 14:49:11,12.0,rub
greerlisa,2022-12-28,2022-12-28 14:46:16,238.0,rub
greerlisa,2022-05-14,2022-05-14 16:20:13,410.0,rub
greerlisa,2022-05-14,2022-05-14 17:27:10,42.0,rub
greerlisa,2023-03-23,2023-03-23 15:11:11,85.0,rub
greerlisa,2023-03-23,2023-03-23 10:56:31,110.0,rub
greerlisa,2023-04-08,2023-04-08 15:52:40,200.0,rub
greerlisa,2022-11-25,2022-11-25 13:13:07,5.0,rub
greerlisa,2022-11-07,2022-11-07 16:17:15,40.0,rub
greerlisa,2022-05-24,2022-05-24 17:06:54,120.0,rub
traviscrane,2022-09-18,2022-09-18 15:33:37,2.499,usd
traviscrane,2022-10-14,2022-10-14 07:26:36,5.2066,usd
traviscrane,2022-10-14,2022-10-14 07:31:20,1.7355,usd
traviscrane,2022-10-14,2022-10-14 07:34:34,2.6033,usd
traviscrane,2022-10-14,2022-10-14 07:36:22,6.0743,usd
traviscrane,2022-12-17,2022-12-17 07:41:49,4.2446,usd
traviscrane,2023-02-22,2023-02-22 06:12:12,1.7618,usd
traviscrane,2022-08-22,2022-08-22 09:19:40,2.7947,usd
traviscrane,2022-08-26,2022-08-26 09:14:01,2.536,usd
traviscrane,2022-08-26,2022-08-26 09:17:54,1.5216,usd
traviscrane,2022-08-20,2022-08-20 10:15:30,0.1685,usd
traviscrane,2023-01-16,2023-01-16 09:00:11,1.7025,usd
traviscrane,2022-10-04,2022-10-04 12:34:37,0.4327,usd
traviscrane,2022-09-18,2022-09-18 10:07:47,0.2603,usd
traviscrane,2023-04-26,2023-04-26 05:57:59,1.198,usd
traviscrane,2022-10-31,2022-10-31 14:35:43,2.1508,usd
traviscrane,2022-09-17,2022-09-17 09:48:32,1.7381,usd
traviscrane,2022-12-01,2022-12-01 07:48:36,0.4272,usd
traviscrane,2022-12-01,2022-12-01 07:42:22,3.4177,usd
traviscrane,2022-12-01,2022-12-01 07:33:45,4.2722,usd
traviscrane,2022-12-01,2022-12-01 07:30:35,2.5633,usd
traviscrane,2022-12-01,2022-12-01 07:27:17,1.7089,usd
traviscrane,2023-01-04,2023-01-04 07:33:26,1.7361,usd
traviscrane,2023-01-04,2023-01-04 07:36:24,2.6042,usd
traviscrane,2023-01-04,2023-01-04 07:38:20,4.3403,usd
traviscrane,2022-11-30,2022-11-30 13:27:05,4.2676,usd
traviscrane,2022-11-30,2022-11-30 13:36:59,1.707,usd
traviscrane,2022-11-30,2022-11-30 13:43:45,2.5605,usd
traviscrane,2022-10-26,2022-10-26 16:34:56,1.9389,usd
traviscrane,2022-09-15,2022-09-15 07:41:59,4.3453,usd
